,filename,label
23,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/John_Bond/John_Bond_0001.jpg,16
24,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Reginald_Hudlin/Reginald_Hudlin_0001.jpg,17
25,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Lee_Baca/Lee_Baca_0001.jpg,18
26,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mary-Kate_Olsen/Mary-Kate_Olsen_0002.jpg,19
27,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mary-Kate_Olsen/Mary-Kate_Olsen_0003.jpg,19
28,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mary-Kate_Olsen/Mary-Kate_Olsen_0001.jpg,19
29,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Emily_Stevens/Emily_Stevens_0001.jpg,20
30,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Xiang_Huaicheng/Xiang_Huaicheng_0001.jpg,21
31,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Phil_Mickelson/Phil_Mickelson_0002.jpg,22
32,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Phil_Mickelson/Phil_Mickelson_0001.jpg,22
33,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Gerry_Kelly/Gerry_Kelly_0001.jpg,23
34,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0012.jpg,24
35,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0006.jpg,24
36,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0007.jpg,24
37,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0013.jpg,24
38,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0005.jpg,24
39,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0011.jpg,24
40,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0010.jpg,24
41,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0004.jpg,24
42,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0001.jpg,24
43,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0003.jpg,24
44,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0002.jpg,24
45,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0009.jpg,24
46,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Salma_Hayek/Salma_Hayek_0008.jpg,24
47,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jim_Edmonds/Jim_Edmonds_0001.jpg,25
48,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jim_Edmonds/Jim_Edmonds_0002.jpg,25
49,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Martina_McBride/Martina_McBride_0003.jpg,26
50,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Martina_McBride/Martina_McBride_0002.jpg,26
51,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Martina_McBride/Martina_McBride_0001.jpg,26
52,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Martina_McBride/Martina_McBride_0005.jpg,26
53,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Martina_McBride/Martina_McBride_0004.jpg,26
54,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Anthony_Pico/Anthony_Pico_0001.jpg,27
55,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jose_Theodore/Jose_Theodore_0002.jpg,28
56,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jose_Theodore/Jose_Theodore_0001.jpg,28
57,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Heidi_Fleiss/Heidi_Fleiss_0002.jpg,29
58,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Heidi_Fleiss/Heidi_Fleiss_0003.jpg,29
59,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Heidi_Fleiss/Heidi_Fleiss_0001.jpg,29
60,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Heidi_Fleiss/Heidi_Fleiss_0004.jpg,29
61,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mark_Richt/Mark_Richt_0001.jpg,30
62,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mark_Richt/Mark_Richt_0003.jpg,30
63,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mark_Richt/Mark_Richt_0002.jpg,30
64,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mike_Smith/Mike_Smith_0001.jpg,31
65,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0008.jpg,32
66,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0009.jpg,32
67,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0002.jpg,32
68,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0003.jpg,32
69,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0001.jpg,32
70,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0004.jpg,32
71,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0005.jpg,32
72,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0007.jpg,32
73,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_ONeill/Paul_ONeill_0006.jpg,32
74,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Horace_Newcomb/Horace_Newcomb_0001.jpg,33
75,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mohammad_Fares/Mohammad_Fares_0001.jpg,34
76,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/JK_Rowling/JK_Rowling_0004.jpg,35
77,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/JK_Rowling/JK_Rowling_0005.jpg,35
78,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/JK_Rowling/JK_Rowling_0006.jpg,35
79,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/JK_Rowling/JK_Rowling_0002.jpg,35
80,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/JK_Rowling/JK_Rowling_0003.jpg,35
81,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/JK_Rowling/JK_Rowling_0001.jpg,35
82,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Shinya_Taniguchi/Shinya_Taniguchi_0001.jpg,36
83,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tony_Curtis/Tony_Curtis_0002.jpg,37
84,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tony_Curtis/Tony_Curtis_0001.jpg,37
85,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Laurie_Pirtle/Laurie_Pirtle_0001.jpg,38
86,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Angel_Maza/Angel_Maza_0001.jpg,39
87,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Ray_Sherman/Ray_Sherman_0001.jpg,40
88,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Nancy_Powell/Nancy_Powell_0001.jpg,41
89,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Kathryn_Tucker/Kathryn_Tucker_0001.jpg,42
90,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Gro_Harlem_Brundtland/Gro_Harlem_Brundtland_0002.jpg,43
91,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Gro_Harlem_Brundtland/Gro_Harlem_Brundtland_0001.jpg,43
92,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jacqueline_Marris/Jacqueline_Marris_0001.jpg,44
93,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mikhail_Gorbachev/Mikhail_Gorbachev_0002.jpg,45
94,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mikhail_Gorbachev/Mikhail_Gorbachev_0001.jpg,45
95,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Takuma_Sato/Takuma_Sato_0001.jpg,46
96,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Ray_Lewis/Ray_Lewis_0001.jpg,47
97,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Hank_Aaron/Hank_Aaron_0001.jpg,48
98,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Chip_Knight/Chip_Knight_0001.jpg,49
99,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tracee_Treadwell/Tracee_Treadwell_0001.jpg,50
100,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Ronald_Young_Jr/Ronald_Young_Jr_0001.jpg,51
101,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Gustavo_Cisneros/Gustavo_Cisneros_0001.jpg,52
102,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jack_Osbourne/Jack_Osbourne_0001.jpg,53
103,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Isidro_Pastor/Isidro_Pastor_0001.jpg,54
104,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mike_Duke/Mike_Duke_0001.jpg,55
105,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Natalie_Williams/Natalie_Williams_0001.jpg,56
106,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Angela_Lansbury/Angela_Lansbury_0002.jpg,57
107,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Angela_Lansbury/Angela_Lansbury_0001.jpg,57
108,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Cathy_Freeman/Cathy_Freeman_0002.jpg,58
109,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Cathy_Freeman/Cathy_Freeman_0001.jpg,58
110,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Milt_Palacio/Milt_Palacio_0001.jpg,59
111,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Wilbert_Elki_Meza_Majino/Wilbert_Elki_Meza_Majino_0001.jpg,60
112,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Ekke_Hard_Forberg/Ekke_Hard_Forberg_0001.jpg,61
113,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jack_Welch/Jack_Welch_0001.jpg,62
114,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Nizar_Trabelsi/Nizar_Trabelsi_0001.jpg,63
115,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Gonzalo_Barrientos/Gonzalo_Barrientos_0001.jpg,64
116,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jason_Biggs/Jason_Biggs_0001.jpg,65
117,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Lisa_Leslie/Lisa_Leslie_0001.jpg,66
118,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tayyeb_Abdel_Rahim/Tayyeb_Abdel_Rahim_0001.jpg,67
119,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tyron_Garner/Tyron_Garner_0001.jpg,68
120,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tyron_Garner/Tyron_Garner_0002.jpg,68
121,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/John_Sidgmore/John_Sidgmore_0001.jpg,69
122,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Alexander_Payne/Alexander_Payne_0001.jpg,70
123,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Brad_Brownell/Brad_Brownell_0001.jpg,71
124,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/John_Duprey/John_Duprey_0001.jpg,72
125,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Ainsworth_Dyer/Ainsworth_Dyer_0001.jpg,73
126,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Christine_Ebersole/Christine_Ebersole_0002.jpg,74
127,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Christine_Ebersole/Christine_Ebersole_0001.jpg,74
128,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Amer_al-Saadi/Amer_al-Saadi_0004.jpg,75
129,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Amer_al-Saadi/Amer_al-Saadi_0001.jpg,75
130,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Amer_al-Saadi/Amer_al-Saadi_0002.jpg,75
131,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Amer_al-Saadi/Amer_al-Saadi_0003.jpg,75
132,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Alison_Lohman/Alison_Lohman_0001.jpg,76
133,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Alison_Lohman/Alison_Lohman_0002.jpg,76
134,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,77
135,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,77
136,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Andre_Smith/Andre_Smith_0001.jpg,78
137,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Iban_Mayo/Iban_Mayo_0002.jpg,79
138,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Iban_Mayo/Iban_Mayo_0001.jpg,79
139,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0009.jpg,80
140,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0008.jpg,80
141,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0001.jpg,80
142,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0003.jpg,80
143,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0002.jpg,80
144,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0006.jpg,80
145,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0007.jpg,80
146,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0005.jpg,80
147,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jeong_Se-hyun/Jeong_Se-hyun_0004.jpg,80
148,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Charles_Rogers/Charles_Rogers_0001.jpg,81
149,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Eric_Rosser/Eric_Rosser_0001.jpg,82
150,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Eric_Rosser/Eric_Rosser_0002.jpg,82
151,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Ziwang_Xu/Ziwang_Xu_0001.jpg,83
152,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Larry_Pleau/Larry_Pleau_0001.jpg,84
153,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Bill_Byrne/Bill_Byrne_0001.jpg,85
154,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Peter_Gabriel/Peter_Gabriel_0001.jpg,86
155,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Paul_LeClerc/Paul_LeClerc_0001.jpg,87
156,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Maria_Bello/Maria_Bello_0001.jpg,88
157,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Shawn_Kemp/Shawn_Kemp_0001.jpg,89
158,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0001.jpg,90
159,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0002.jpg,90
160,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0003.jpg,90
161,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0007.jpg,90
162,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0006.jpg,90
163,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0004.jpg,90
164,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Liza_Minnelli/Liza_Minnelli_0005.jpg,90
165,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Toby_Keith/Toby_Keith_0001.jpg,91
166,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Horace_Donovan_Reid/Horace_Donovan_Reid_0001.jpg,92
167,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0001.jpg,93
168,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0003.jpg,93
169,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0002.jpg,93
170,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0006.jpg,93
171,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0007.jpg,93
172,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0005.jpg,93
173,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/David_Wells/David_Wells_0004.jpg,93
174,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jose_Alencar/Jose_Alencar_0001.jpg,94
175,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Raul_Gonzalez/Raul_Gonzalez_0001.jpg,95
176,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Alex_Popov/Alex_Popov_0001.jpg,96
177,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Anne_Donovan/Anne_Donovan_0001.jpg,97
178,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Vin_Diesel/Vin_Diesel_0001.jpg,98
179,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Vin_Diesel/Vin_Diesel_0002.jpg,98
180,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Stuart_Whitman/Stuart_Whitman_0001.jpg,99
181,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0003.jpg,100
182,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0002.jpg,100
183,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0001.jpg,100
184,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0005.jpg,100
185,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0004.jpg,100
186,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0006.jpg,100
187,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0007.jpg,100
188,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0009.jpg,100
189,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Jesse_Jackson/Jesse_Jackson_0008.jpg,100
190,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Valorie_Brabazon/Valorie_Brabazon_0001.jpg,101
191,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Rob_Niedermayer/Rob_Niedermayer_0001.jpg,102
192,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Lynne_Cheney/Lynne_Cheney_0002.jpg,103
193,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Lynne_Cheney/Lynne_Cheney_0003.jpg,103
194,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Lynne_Cheney/Lynne_Cheney_0001.jpg,103
195,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Minnie_Mendoza/Minnie_Mendoza_0001.jpg,104
196,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Mark_Rosenbaum/Mark_Rosenbaum_0001.jpg,105
197,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Stephane_Rousseau/Stephane_Rousseau_0001.jpg,106
198,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Rita_Wilson/Rita_Wilson_0004.jpg,107
199,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Rita_Wilson/Rita_Wilson_0001.jpg,107
200,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Rita_Wilson/Rita_Wilson_0002.jpg,107
201,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Rita_Wilson/Rita_Wilson_0003.jpg,107
202,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Terence_Newman/Terence_Newman_0001.jpg,108
203,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Joseph_Biden/Joseph_Biden_0004.jpg,109
204,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Joseph_Biden/Joseph_Biden_0005.jpg,109
205,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Joseph_Biden/Joseph_Biden_0002.jpg,109
206,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Joseph_Biden/Joseph_Biden_0003.jpg,109
207,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Joseph_Biden/Joseph_Biden_0001.jpg,109
208,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Tommy_Tubberville/Tommy_Tubberville_0001.jpg,110
209,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Meles_Zenawi/Meles_Zenawi_0001.jpg,111
210,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Natasha_Henstridge/Natasha_Henstridge_0001.jpg,112
211,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Trevor_McDonald/Trevor_McDonald_0001.jpg,113
212,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Pat_Burns/Pat_Burns_0002.jpg,114
213,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Pat_Burns/Pat_Burns_0001.jpg,114
214,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Caroline_Link/Caroline_Link_0001.jpg,115
215,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Clay_Campbell/Clay_Campbell_0001.jpg,116
216,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0003.jpg,117
217,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0002.jpg,117
218,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0001.jpg,117
219,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0005.jpg,117
220,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0004.jpg,117
221,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0006.jpg,117
222,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Holly_Hunter/Holly_Hunter_0007.jpg,117
223,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Sophia_Loren/Sophia_Loren_0006.jpg,118
224,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Sophia_Loren/Sophia_Loren_0007.jpg,118
225,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Sophia_Loren/Sophia_Loren_0005.jpg,118
226,/Users/kococo/code/Tensorflow_Electron/server/dataset/lfw/Sophia_Loren/Sophia_Loren_0004.jpg,118
